uii_code,name,region,old_region,province,old_province,city_municipality,old_city_municipality,sector,latitude,longitude,coord_status,is_multi_campus,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
04376,NYK-TDG Maritime Academy,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2043349,121.0796345,valid,False,04,04034,0403405,0403405011
04067,National College of Business and Arts-Taytay,Region IV-A,Region 04-A,Rizal,Rizal,Taytay,Taytay,Private,14.5531951,121.1394911,valid,False,04,04058,0405813,0405813004
04205,National College of Science and Technology,Region IV-A,Region 04-A,Cavite,Cavite,Dasmariñas City,Dasmariñas City,Private,14.3274892,120.9403585,valid,False,04,04021,0402106,0402106019
04464,New Era University - Lipa Campus,Region IV-A,Region 04-A,Batangas,Batangas,Lipa City,Lipa City,Private,13.9727477,121.1733748,valid,False,04,04010,0401014,0401014030
04490,New Era University-Baras Campus,Region IV-A,Region 04-A,Rizal,Rizal,Baras,Baras,Private,14.5365625,121.2740813,valid,False,04,04058,0405803,0405803003
04433,New Sinai School and Colleges-Sta. Rosa,Region IV-A,Region 04-A,Laguna,Laguna,SANTA ROSA CITY,SANTA ROSA CITY,Private,14.3170712,121.0985109,valid,False,04,04034,0403428,0403428023
04068,Northern Quezon College,Region IV-A,Region 04-A,Quezon,Quezon,Infanta,Infanta,Private,14.7381989,121.6444808,valid,False,04,04056,0405620,0405620018
04180,Oblates of Saint Joseph College of Philosophy,Region IV-A,Region 04-A,Batangas,Batangas,Lipa City,Lipa City,Private,13.9398985,121.1597157,valid,False,04,04010,0401014,0401014040
04492,Olinsterg College,Region IV-A,Region 04-A,Quezon,Quezon,Tiaong,Tiaong,Private,13.9577556,121.327586,valid,False,04,04056,0405648,0405648016
04295,Olivarez College-Tagaytay,Region IV-A,Region 04-A,Cavite,Cavite,Tagaytay City,Tagaytay City,Private,14.1186395,120.9627024,valid,False,04,04021,0402119,0402119018
,One Cainta College,Region IV-A,Region 04-A,Rizal,Rizal,Cainta,Cainta,Public LUC,14.578312,121.1194151,valid,False,04,04058,0405805,0405805016
04235,Our Lady of Assumption College of Laguna,Region IV-A,Region 04-A,Laguna,Laguna,SAN PEDRO,SAN PEDRO,Private,14.34324,121.039717,valid,False,04,04034,0403425,0403425016
,Our Lady of Assumption College-Cabuyao,Region IV-A,Region 04-A,Laguna,Laguna,CABUYAO,CABUYAO,Private,14.2470999,121.137001,valid,False,04,04034,0403404,0403404013
04380,Our Lady of Fatima University-Antipolo,Region IV-A,Region 04-A,Rizal,Rizal,CITY OF ANTIPOLO,CITY OF ANTIPOLO,Private,14.5713826,121.171387,valid,False,04,04058,0405802,0405802009
04493,Our Lady of Fatima University-Sta. Rosa,Region IV-A,Region 04-A,Laguna,Laguna,SANTA ROSA CITY,SANTA ROSA CITY,Private,14.3043182,121.1030626,valid,False,04,04034,0403428,0403428008
,Our Lady of La Sallete College Seminary,Region IV-A,Region 04-A,Cavite,Cavite,Silang,Silang,Private,14.2505994,120.9729001,valid,False,04,04021,0402118,0402118056
04070,Our Lady of Lourdes Seminary,Region IV-A,Region 04-A,Batangas,Batangas,Lipa City,Lipa City,Private,13.941,121.163002,valid,False,04,04010,0401014,0401014042
,Our Lady of the Most Holy Rosary Seminary,Region IV-A,Region 04-A,Quezon,Quezon,Lucban,Lucban,Private,14.0778275,121.5760374,valid,False,04,04056,0405623,0405623023
,Oxfordian Colleges,Region IV-A,Region 04-A,Cavite,Cavite,Dasmariñas City,Dasmariñas City,Private,14.320699,120.9836556,valid,False,04,04021,0402106,0402106056
,PIMSAT Colleges,Region IV-A,Region 04-A,Cavite,Cavite,BACOOR CITY,BACOOR CITY,Private,14.412801,120.9739206,valid,False,04,04021,0402103,0402103045
04333,PNTC Colleges,Region IV-A,Region 04-A,Cavite,Cavite,Dasmariñas City,Dasmariñas City,Private,14.3177529,120.9340479,valid,False,04,04021,0402106,0402106018
04081,PTS College and Advanced Studies,Region IV-A,Region 04-A,Cavite,Cavite,Dasmariñas City,Dasmariñas City,Private,14.3421943,120.9617037,valid,False,04,04021,0402106,0402106060
04028,Paete Science and Business College,Region IV-A,Region 04-A,Laguna,Laguna,Paete,Paete,Private,14.3629432,121.4846324,valid,False,04,04034,0403418,0403418007
04305,Pamantasan ng Cabuyao,Region IV-A,Region 04-A,Laguna,Laguna,CABUYAO,CABUYAO,Public LUC,14.2595155,121.1338581,valid,False,04,04034,0403404,0403404002
04348,Pambayang Kolehiyo ng Mauban,Region IV-A,Region 04-A,Quezon,Quezon,Mauban,Mauban,Public LUC,14.1742884,121.7263142,valid,False,04,04056,0405627,0405627024
04448,Paul College of Leadership,Region IV-A,Region 04-A,Rizal,Rizal,Cainta,Cainta,Private,14.5864489,121.1181836,valid,False,04,04058,0405805,0405805015
04388,Philippine Best Training Systems Colleges,Region IV-A,Region 04-A,Rizal,Rizal,Binangonan,Binangonan,Private,14.4983112,121.1742827,valid,False,04,04058,0405804,0405804003
04342,Philippine International College,Region IV-A,Region 04-A,Rizal,Rizal,CITY OF ANTIPOLO,CITY OF ANTIPOLO,Private,14.5984823,121.181094,valid,False,04,04058,0405802,0405802007
04170,Philippine Missionary Institute,Region IV-A,Region 04-A,Cavite,Cavite,Silang,Silang,Private,14.2457126,120.9772552,valid,False,04,04021,0402118,0402118007
04189,Philippine National Police Academy,Region IV-A,Region 04-A,Cavite,Cavite,Silang,Silang,OGS,14.1983831,121.0232197,valid,False,04,04021,0402118,0402118045
04080,Philippine Normal University-Lopez,Region IV-A,Region 04-A,Quezon,Quezon,Lopez,Lopez,Public SUC Satellite,13.8821402,122.2642435,valid,False,04,04056,0405622,0405622007
04082,Philippine State College of Aeronautics-Fernando Air Base,Region IV-A,Region 04-A,Batangas,Batangas,Lipa City,Lipa City,Public SUC Satellite,13.9528902,121.1336507,valid,False,04,04010,0401014,0401014077
,Philippine Technological Institute of Science Arts and Trade-Central,Region IV-A,Region 04-A,Cavite,Cavite,General Mariano Alvarez,General Mariano Alvarez,Private,14.2837291,120.9990954,valid,False,04,04021,0402123,0402123013
04299,Philippine Women's University-Career Development and Continuing Education Center-Calamba City,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.1592618,121.2414878,valid,False,04,04034,0403411,0403411004
04338,Philippine Women's University-Career Development and Continuing Education Center-Sta. Cruz,Region IV-A,Region 04-A,Laguna,Laguna,SANTA CRUZ,SANTA CRUZ,Private,14.1592618,121.2414878,valid,False,04,04034,0403411,0403411004
13155q,Polytechnic University of the Philippines-Alfonso,Region IV-A,Region 04-A,Cavite,Cavite,Alfonso,Alfonso,Public SUC Satellite,14.1099984,120.8728774,valid,False,04,04021,0402101,0402101030
,Polytechnic University of the Philippines-Bi�?±an,Region IV-A,Region 04-A,Laguna,Laguna,Biñan City,Biñan City,Public SUC Satellite,14.3135397,121.0783374,valid,False,04,04034,0403403,0403403026
13155j,Polytechnic University of the Philippines-Calauan,Region IV-A,Region 04-A,Laguna,Laguna,Calauan,Calauan,Public SUC Satellite,14.1482267,121.3118667,valid,False,04,04034,0403406,0403406010
,Polytechnic University of the Philippines-General Luna Quezon,Region IV-A,Region 04-A,Quezon,Quezon,General Luna,General Luna,Public SUC Satellite,13.6997716,122.2313539,valid,False,04,04056,0405616,0405616015
04084,Polytechnic University of the Philippines-Lopez,Region IV-A,Region 04-A,Quezon,Quezon,Lopez,Lopez,Public SUC Satellite,13.8807792,122.2598724,valid,False,04,04056,0405622,0405622005
04085,Polytechnic University of the Philippines-Maragondon,Region IV-A,Region 04-A,Cavite,Cavite,Maragondon,Maragondon,Public SUC Satellite,14.2757439,120.734037,valid,False,04,04021,0402113,0402113024
04165,Polytechnic University of the Philippines-Mulanay,Region IV-A,Region 04-A,Quezon,Quezon,Mulanay,Mulanay,Public SUC Satellite,13.5297185,122.3926281,valid,False,04,04056,0405628,0405628031
13155b,Polytechnic University of the Philippines-San Pedro,Region IV-A,Region 04-A,Laguna,Laguna,SAN PEDRO,SAN PEDRO,Public SUC Satellite,14.3344346,121.0293207,valid,False,04,04034,0403425,0403425018
13155f,Polytechnic University of the Philippines-Sta. Rosa,Region IV-A,Region 04-A,Laguna,Laguna,SANTA ROSA CITY,SANTA ROSA CITY,Public SUC Satellite,14.3134993,121.106679,valid,False,04,04034,0403428,0403428023
04164,Polytechnic University of the Philippines-Sto. Tomas,Region IV-A,Region 04-A,Batangas,Batangas,SANTO TOMAS,SANTO TOMAS,Public SUC Satellite,14.1088118,121.1435837,valid,False,04,04010,0401028,0401028002
04086,Polytechnic University of the Philippines-Unisan,Region IV-A,Region 04-A,Quezon,Quezon,Unisan,Unisan,Public SUC Satellite,13.8457835,121.9691782,valid,False,04,04056,0405649,0405649011
04297,Power School of Technology,Region IV-A,Region 04-A,Cavite,Cavite,Tanza,Tanza,Private,14.3885115,120.8475275,valid,False,04,04021,0402120,0402120009
04329,Quezon Center for Research and Studies-Institute of Management,Region IV-A,Region 04-A,Quezon,Quezon,LUCENA CITY,LUCENA CITY,Private,13.9347282,121.6124458,valid,False,04,04312,0431200,0431200008
04087,Quezonian Educational College,Region IV-A,Region 04-A,Quezon,Quezon,Atimonan,Atimonan,Private,13.9987835,121.9234693,valid,False,04,04056,0405603,0405603005
04494,Red Link Institute of Science & Technology,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2252478,121.1402702,valid,False,04,04034,0403405,0403405053
04473,Renaissance School of Science and Technology,Region IV-A,Region 04-A,Rizal,Rizal,Morong,Morong,Private,14.5023912,121.2330301,valid,False,04,04058,0405809,0405809008
04090,Rizal College of Laguna,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2104247,121.154172,valid,False,04,04034,0403405,0403405037
04088,Rizal College of Taal,Region IV-A,Region 04-A,Batangas,Batangas,Taal,Taal,Private,13.8802627,120.9221841,valid,False,04,04010,0401029,0401029026
04223,Rogationist College,Region IV-A,Region 04-A,Cavite,Cavite,Silang,Silang,Private,14.1490981,120.9559694,valid,False,04,04021,0402118,0402118020
04477,Royal British College,Region IV-A,Region 04-A,Batangas,Batangas,Lipa City,Lipa City,Private,13.9617127,121.169485,valid,False,04,04010,0401014,0401014030
04146,STI College-Bacoor,Region IV-A,Region 04-A,Cavite,Cavite,BACOOR CITY,BACOOR CITY,Private,14.445654,120.9523078,valid,False,04,04021,0402103,0402103055
04285,STI College-Balayan,Region IV-A,Region 04-A,Batangas,Batangas,Balayan,Balayan,Private,13.9454719,120.7304724,valid,False,04,04010,0401003,0401003018
,STI College-Batangas,Region IV-A,Region 04-A,Batangas,Batangas,BATANGAS CITY (Capital),BATANGAS CITY (Capital),Private,13.7709325,121.0646665,valid,False,04,04010,0401005,0401005035
04161,STI College-Cainta,Region IV-A,Region 04-A,Rizal,Rizal,Cainta,Cainta,Private,14.5822746,121.1260222,valid,False,04,04058,0405805,0405805016
04138,STI College-Calamba Campus,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2026281,121.1587065,valid,False,04,04034,0403405,0403405038
,STI College-Dasmari�?±as,Region IV-A,Region 04-A,Cavite,Cavite,Dasmariñas City,Dasmariñas City,Private,14.330401,120.936448,valid,False,04,04021,0402106,0402106016
04149,STI College-Lipa,Region IV-A,Region 04-A,Batangas,Batangas,Lipa City,Lipa City,Private,13.9422416,121.1651163,valid,False,04,04010,0401014,0401014050
04135,STI College-Lucena,Region IV-A,Region 04-A,Quezon,Quezon,LUCENA CITY,LUCENA CITY,Private,13.9297924,121.6127395,valid,False,04,04312,0431200,0431200012
04278,STI College-Rosario,Region IV-A,Region 04-A,Cavite,Cavite,Rosario,Rosario,Private,14.4075076,120.8586648,valid,False,04,04021,0402117,0402117010
04137,STI College-San Pablo,Region IV-A,Region 04-A,Laguna,Laguna,San Pablo City,San Pablo City,Private,14.0695979,121.3234623,valid,False,04,04034,0403424,0403424030
04153,STI College-Southwoods,Region IV-A,Region 04-A,Cavite,Cavite,Carmona,Carmona,Private,14.3232774,121.0624389,valid,False,04,04021,0402104,0402104010
04148,STI College-Sta. Cruz,Region IV-A,Region 04-A,Laguna,Laguna,SANTA CRUZ,SANTA CRUZ,Private,14.2784752,121.4158842,valid,False,04,04034,0403426,0403426015
04286,STI College-Sta. Rosa,Region IV-A,Region 04-A,Laguna,Laguna,SANTA ROSA CITY,SANTA ROSA CITY,Private,14.2951067,121.1038117,valid,False,04,04034,0403428,0403428002
04397,STI College-Tagaytay,Region IV-A,Region 04-A,Cavite,Cavite,Tagaytay City,Tagaytay City,Private,14.1162393,120.9620917,valid,False,04,04021,0402119,0402119018
04336,STI College-Tanauan,Region IV-A,Region 04-A,Batangas,Batangas,Tanauan City,Tanauan City,Private,14.0838742,121.1454309,valid,False,04,04010,0401031,0401031037
04381,STI College-Tanay,Region IV-A,Region 04-A,Rizal,Rizal,Tanay,Tanay,Private,14.5083926,121.2875536,valid,False,04,04058,0405812,0405812018
04097,Sacred Heart College,Region IV-A,Region 04-A,Quezon,Quezon,LUCENA CITY,LUCENA CITY,Private,13.9401951,121.6158304,valid,False,04,04312,0431200,0431200004
04498,Saint Benilde International School-Calamba,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2079666,121.1541474,valid,False,04,04034,0403405,0403405049
04257,Saint Francis Institute of Computer Studies,Region IV-A,Region 04-A,Laguna,Laguna,SAN PEDRO,SAN PEDRO,Private,14.3611497,121.0594505,valid,False,04,04034,0403425,0403425011
04294,Saint Francis of Assisi College-Cavite,Region IV-A,Region 04-A,Cavite,Cavite,BACOOR CITY,BACOOR CITY,Private,14.4259225,120.9698856,valid,False,04,04021,0402103,0402103004
04225,Saint John Colleges,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2077989,121.1613089,valid,False,04,04034,0403405,0403405040
04466,Saint Joseph College of Rosario Batangas,Region IV-A,Region 04-A,Batangas,Batangas,Rosario,Rosario,Private,13.8416528,121.2037861,valid,False,04,04010,0401021,0401021035
04106,Saint Michael's College of Laguna,Region IV-A,Region 04-A,Laguna,Laguna,Biñan City,Biñan City,Private,14.3248587,121.09305,valid,False,04,04034,0403403,0403403015
04107,Saint Paul Seminary,Region IV-A,Region 04-A,Cavite,Cavite,Silang,Silang,Private,14.1914375,120.9658125,valid,False,04,04021,0402118,0402118019
04495,Saint Peter's School (Calauag),Region IV-A,Region 04-A,Laguna,Laguna,Calauag,Calauag,Private,13.9570789,122.2879509,valid,False,04,04056,0405607,0405607015
04143,Saints John and Paul Educational Foundation,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2077989,121.1613089,valid,False,04,04034,0403405,0403405040
04512,Samuel Christian College of General Trias,Region IV-A,Region 04-A,Cavite,Cavite,CITY OF GENERAL TRIAS,CITY OF GENERAL TRIAS,Private,14.3798333,120.8885315,valid,False,04,04021,0402108,0402108016
04109,San Antonio de Padua College,Region IV-A,Region 04-A,Laguna,Laguna,Pila,Pila,Private,14.2253537,121.3618467,valid,False,04,04034,0403422,0403422017
04111,San Ildefonso College,Region IV-A,Region 04-A,Rizal,Rizal,Tanay,Tanay,Private,14.4988727,121.2851712,valid,False,04,04058,0405812,0405812004
04387,San Mateo Municipal College,Region IV-A,Region 04-A,Rizal,Rizal,San Mateo,San Mateo,Public LUC,14.696815,121.120915,valid,False,04,04058,0405811,0405811006
04114,San Pablo Colleges,Region IV-A,Region 04-A,Laguna,Laguna,San Pablo City,San Pablo City,Private,14.0670772,121.3276139,valid,False,04,04034,0403424,0403424011
04115,San Pedro College of Business Administration,Region IV-A,Region 04-A,Laguna,Laguna,SAN PEDRO,SAN PEDRO,Private,14.3543843,121.0616464,valid,False,04,04034,0403425,0403425010
04357,San Sebastian College Recoletos-Canlubang,Region IV-A,Region 04-A,Laguna,Laguna,CITY OF CALAMBA,CITY OF CALAMBA,Private,14.2065266,121.0852194,valid,False,04,04034,0403405,0403405011
04116,San Sebastian College-Recoletos de Cavite,Region IV-A,Region 04-A,Cavite,Cavite,Cavite City,Cavite City,Private,14.4714458,120.8878553,valid,False,04,04021,0402105,0402105005
04478,Sapphire International Aviation Academy,Region IV-A,Region 04-A,Batangas,Batangas,Tanauan City,Tanauan City,Private,14.0958344,121.1147115,valid,True,04,04010,0401031,0401031043
04119,Siena College of Taytay,Region IV-A,Region 04-A,Rizal,Rizal,Taytay,Taytay,Private,14.5776441,121.1321958,valid,False,04,04058,0405813,0405813003
04352,Skill Power Institute,Region IV-A,Region 04-A,Rizal,Rizal,CITY OF ANTIPOLO,CITY OF ANTIPOLO,Private,14.5748743,121.1766079,valid,False,04,04058,0405802,0405802009
04424,South Forbes City College,Region IV-A,Region 04-A,Cavite,Cavite,Silang,Silang,Private,14.2419555,121.0436416,valid,False,04,04021,0402118,0402118016
04479,Southbay Montessori School and Colleges,Region IV-A,Region 04-A,Laguna,Laguna,SANTA CRUZ,SANTA CRUZ,Private,14.2682154,121.4236242,valid,False,04,04034,0403426,0403426011
,Southdale International School of Science Arts and Techology,Region IV-A,Region 04-A,Cavite,Cavite,IMUS,IMUS,Private,14.4173394,120.9423883,valid,False,04,04021,0402109,0402109095
04120,Southeast Asia Interdisciplinary Development Institute,Region IV-A,Region 04-A,Rizal,Rizal,CITY OF ANTIPOLO,CITY OF ANTIPOLO,Private,14.5960896,121.1537851,valid,False,04,04058,0405802,0405802003
,Southern Luzon College of Business Maritime Science and Technology,Region IV-A,Region 04-A,Cavite,Cavite,Dasmariñas City,Dasmariñas City,Private,14.3278696,120.9501435,valid,False,04,04021,0402106,0402106003
04121,Southern Luzon State University,Region IV-A,Region 04-A,Quezon,Quezon,Lucban,Lucban,Public SUC Main,14.1126505,121.5611636,valid,False,04,04056,0405623,0405623020
04228,Southern Luzon State University-Alabat,Region IV-A,Region 04-A,Quezon,Quezon,Alabat,Alabat,Public SUC Satellite,14.1170998,122.0270004,valid,False,04,04056,0405602,0405602019
04430,Southern Luzon State University-Catanauan,Region IV-A,Region 04-A,Quezon,Quezon,Catanauan,Catanauan,Public SUC Satellite,13.5925334,122.3205038,valid,False,04,04056,0405610,0405610004
04391,Southern Luzon State University-Gumaca Campus,Region IV-A,Region 04-A,Quezon,Quezon,Gumaca,Gumaca,Public SUC Satellite,13.9229626,122.1010936,valid,False,04,04056,0405619,0405619047
04224,Southern Luzon State University-Infanta,Region IV-A,Region 04-A,Quezon,Quezon,Infanta,Infanta,Public SUC Satellite,14.7259998,121.663002,valid,False,04,04056,0405620,0405620024
04229,Southern Luzon State University-Lucena,Region IV-A,Region 04-A,Quezon,Quezon,LUCENA CITY,LUCENA CITY,Public SUC Satellite,13.948886,121.6289386,valid,False,04,04312,0431200,0431200020
04230,Southern Luzon State University-Polilio,Region IV-A,Region 04-A,Quezon,Quezon,Polillo,Polillo,Public SUC Satellite,14.7375002,121.9250031,valid,False,,,,
04198,Southern Luzon State University-Tagkawayan,Region IV-A,Region 04-A,Quezon,Quezon,Tagkawayan,Tagkawayan,Public SUC Satellite,13.957204,122.5435048,valid,False,04,04056,0405646,0405646030
04518,Southern Luzon State University-Tayabas,Region IV-A,Region 04-A,QUEZON,Quezon Province,CITY OF TAYABAS,CITY OF TAYABAS,Public SUC Satellite,14.044905,121.664941,valid,False,04,04056,0405647,0405647023
04371,Southern Luzon State University-Tiaong Campus,Region IV-A,Region 04-A,Quezon,Quezon,Tiaong,Tiaong,Public SUC Satellite,13.94704,121.3691789,valid,False,04,04056,0405648,0405648028
04237,Southern Philippines Institute of Science and Technology,Region IV-A,Region 04-A,Cavite,Cavite,IMUS,IMUS,Private,14.3871379,120.9397236,valid,False,04,04021,0402109,0402109004
